Gene Symbol,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5
Acad10,10.0554,9.95064,11.0165,11.9763,11.2376,8.37102,8.29458,9.59816,9.44444,10.0553
Acad12,10.2163,9.70985,10.2416,11.3507,12.0342,9.06706,10.1308,7.31844,10.3589,9.572
Gmeb1,9.89524,9.85351,10.1569,9.1983,9.32745,10.2921,10.8098,10.4743,10.1491,9.84336
Pop4,11.0715,10.2042,10.0242,9.22355,8.95488,10.8688,10.5634,10.5378,9.10726,9.44446
Gmppa,13.4739,11.9998,10.8638,12.1533,12.2369,9.11853,7.30441,7.15422,7.85082,7.84434
Ak3,8.75048,10.0308,9.22877,9.7115,9.02793,11.0887,10.6036,11.0337,9.71342,10.811
Prmt3,10.6063,10.0687,10.9119,9.41844,9.21781,10.1926,10.6319,9.79007,10.2332,8.92906
Fkbp11,14.2503,9.64721,9.28104,11.0064,11.008,9.25174,7.88278,9.0783,9.42781,9.16644
App,9.07082,8.76676,8.60777,7.67883,7.99173,11.7829,12.8465,12.3213,10.5547,10.3786
Hid1,10.6887,10.255,10.6169,11.9195,11.5075,9.12621,8.40347,8.49788,9.18208,9.80264
Dcxr,10.3609,11.0474,10.4011,12.8985,12.3388,7.8638,7.58933,8.31458,8.95495,10.2306
Ubac1,10.4108,10.2645,10.4096,10.8099,9.79825,10.1341,9.1443,9.53809,9.83313,9.65724
Acss1,9.47956,10.5952,9.8582,11.3799,11.4238,9.00239,8.72674,9.3386,9.38034,10.8152
Col4a3bp,9.13235,9.56918,9.65107,9.57425,9.53767,10.5956,10.5618,10.5509,10.4965,10.3307
Ivns1abp,11.036,10.1912,11.3915,10.8379,10.1372,10.1209,9.02137,8.6696,9.47089,9.12331
Gnl3l,9.92886,9.35861,10.5319,9.4667,8.78036,10.8178,10.3667,10.3148,10.8387,9.59567
Cpne2,8.70331,8.92547,8.72885,9.28339,8.48488,11.0556,11.0849,11.7788,10.7302,11.2246
Cpne3,9.58303,9.30961,9.48522,9.79584,9.57297,10.4817,10.6687,10.4055,10.642,10.0555
Nlrx1,9.26075,10.0426,9.09329,10.0596,9.91571,10.405,9.83776,10.4889,10.2897,10.6067
Idh3g,9.69982,10.5838,10.5787,10.2058,10.4646,9.52819,9.49996,9.9412,9.7831,9.71486
Mtmr6,9.08399,9.49605,9.35133,10.2213,10.0176,10.0827,10.0425,10.2609,10.4853,10.9582
Map1s,9.78288,9.91635,10.1358,9.66267,10.0888,10.6186,10.5202,10.1556,9.54804,9.57107
Ufd1l,10.7794,10.5149,10.5537,10.5802,10.6796,9.4853,9.32408,9.54242,9.5585,8.98183
Mat2b,10.3025,10.8748,11.2139,9.79911,10.4568,9.26704,9.70385,9.51711,9.87631,8.98861
Adipoq,9.6319,9.45162,8.5842,12.9585,15.3831,8.19262,8.01496,6.6186,10.0318,11.1327
Taf6l,10.5355,9.92706,10.7757,9.54247,9.71742,9.71601,9.83478,10.2631,9.9046,9.78337
Gpi,10.2018,10.0216,9.84559,10.5362,10.7275,9.54618,9.36605,9.81505,9.90282,10.0371
Hsd11b2,9.64021,10.5603,9.397,12.9462,11.8525,8.0185,7.31383,8.29093,9.76012,12.2204
,10.746,10.5453,10.6628,10.6684,10.7039,10.0792,9.30224,8.37934,9.32458,9.58838
Psmg3,10.2621,10.9559,11.0482,9.66781,9.73015,10.1968,9.68328,9.98837,9.98046,8.48696
Inf2,10.0683,8.53051,10.2961,7.41524,7.59887,11.6321,12.503,11.5888,11.1119,9.25517
Tubg1,10.4197,10.814,10.6085,10.2011,10.3609,9.9339,9.37873,9.58824,9.82685,8.86805
Tex30,11.1711,10.9741,11.4256,9.34914,8.95832,10.5196,9.54913,10.0016,9.84653,8.20486
Trim32,9.02465,9.81563,9.69916,9.84811,9.35505,10.3969,11.1949,10.5079,9.3963,10.7615
Dnttip1,9.52233,10.2096,9.25822,8.83137,8.71293,11.0117,11.0367,11.011,10.3234,10.0827
Alox12,7.6757,6.81986,12.4202,7.45422,8.74773,11.2987,13.3097,12.3638,11.2717,8.63838
Phf21a,10.3311,9.24862,10.5545,9.34979,9.63269,10.3107,10.143,10.2813,9.89037,10.2579
Zc3hc1,8.5917,10.044,10.3247,7.80366,9.30136,10.4333,11.0001,12.1262,10.9286,9.44635
Akap2,9.63234,10.5288,11.0196,10.1755,11.1816,9.00221,9.65976,9.41968,9.66061,9.71994
Atg16l1,10.2144,9.65684,10.0898,9.70936,10.1658,10.1212,9.56116,9.83786,10.5578,10.0858
Clybl,9.86579,10.6772,9.79093,12.8634,11.8587,8.39466,7.89158,8.811,9.09894,10.7478
Lyz2,9.48337,9.89549,11.5884,9.98947,10.6015,10.2877,9.57921,10.4053,10.1456,8.02394
Lyz1,11.1678,13.9122,14.1758,10.6095,11.4482,6.26985,7.94507,11.0637,7.27358,6.13434
Baiap2l1,8.87752,8.71777,9.08417,10.1465,9.76895,10.0044,10.8354,10.2833,10.4282,11.8538
Zc3h4,9.51536,10.1212,10.3692,9.10546,9.26544,10.3301,10.341,10.7892,10.0587,10.1043
Dnajc2,9.87515,10.2327,10.8727,9.33665,9.4067,10.0724,10.1723,10.5687,10.0048,9.45798
Polr3f,9.91999,9.65448,10.4014,8.77166,8.93496,10.8229,11.0806,10.8379,10.1428,9.43328
Stx6,9.7279,10.0382,9.90034,10.2955,10.0781,9.40332,10.4757,10.3805,9.9349,9.76568
Swt1,9.94505,10.1082,10.3232,10.2439,11.0169,9.17875,8.97567,10.088,9.81444,10.3059
Nampt,11.4115,11.524,12.2529,10.2598,10.9299,8.89428,8.27503,9.3211,8.85112,8.28036
F13a1,9.33421,7.90354,9.66384,9.7614,10.1824,10.2422,10.5739,10.0759,11.1763,11.0862
Nfrkb,9.72755,9.77478,9.83219,8.84889,9.89471,11.0204,10.2698,10.8115,10.8954,8.92478
Fdxr,9.07456,9.78707,9.96319,10.2992,9.83351,9.91566,10.0618,10.4068,10.05,10.6082
Pdxdc1,10.951,10.4971,10.0114,12.2345,11.4593,8.82757,7.59584,8.28592,9.61981,10.5176
Pdxdc1,13.2313,11.147,10.2801,11.7792,12.9424,7.56418,6.99225,6.11896,10.4083,9.5363
Ppp1r1b,10.0395,11.075,9.92842,9.86391,10.0186,10.3542,10.1142,10.2462,9.74154,8.61851
Ndufa9,9.89093,10.1918,9.72047,10.423,9.92749,9.74706,9.32137,10.0883,9.95367,10.7359
Sec31a,10.1343,9.41241,9.9563,10.2544,10.2049,9.87503,10.0802,9.8571,10.0987,10.1267
,9.37653,12.9497,9.29418,12.6175,13.6811,7.80932,6.72204,7.263,8.63498,11.6516
Ca2,11.196,11.4181,9.3065,12.9643,12.1073,8.25681,7.69145,8.10646,8.22768,10.7254
Pank4,9.72985,10.3963,10.0445,10.5794,10.6719,10.0964,8.82229,10.1191,9.58192,9.95824
Scrn3,9.90232,10.6146,9.82175,10.7846,10.8305,10.1472,9.30647,8.69111,9.33321,10.5684
Orc3,8.9416,9.81443,10.6067,8.55741,9.21089,10.492,10.4271,11.5925,10.3944,9.96289
Cd200,8.87184,9.33983,9.79917,11.1228,12.0346,8.95131,9.76033,9.71035,9.49635,10.9134
Dock10,10.5724,8.00571,8.89985,12.058,9.32949,14.1445,11.4562,9.27308,7.89297,8.36786
Slc16a3,11.6927,8.95796,11.0296,7.13462,8.15924,11.058,12.1897,11.1069,10.1043,8.567
Golga1,10.657,10.2252,10.1404,10.6941,10.2274,10.0774,8.84497,8.37918,10.8642,9.88997
Tmx2,10.9019,10.1116,10.0756,9.70641,9.93314,10.0305,10.0158,9.73332,10.0811,9.41057
Atox1,9.67243,10.2225,10.281,9.39272,9.49241,10.9773,10.2076,9.94621,10.1945,9.61333
Ca8,12.5813,10.2542,10.2805,13.2967,13.1595,7.17429,6.01838,7.27799,9.22212,10.735
H2-Ab1,13.4965,11.9159,12.6763,11.7863,12.293,7.46272,6.17346,6.7636,9.15494,8.27711
Srrm1,9.9195,9.96534,10.5595,9.10734,9.57205,9.90617,10.4487,10.1757,11.0585,9.28724
Epc1,9.3971,9.70678,10.5826,9.66871,9.24644,9.64464,10.7197,9.97088,10.141,10.9221
Btaf1,9.70231,9.56161,10.3555,9.47252,9.10978,10.5721,10.7411,10.261,10.1433,10.0808
Sepsecs,11.4625,11.3845,9.53471,10.5638,9.98693,9.57387,8.33481,8.7473,10.0284,10.3833
Hspb1,8.75362,11.2192,9.38039,13.5263,17.944,6.40209,8.96092,6.46006,7.87931,9.47406
Tyw1,9.67676,9.5127,9.6964,10.6394,10.2177,9.5166,9.68537,9.36667,10.4756,11.2128
Tsnax,9.48201,10.0787,10.2263,9.45154,9.88106,10.1085,10.0726,10.7159,9.97798,10.0055
Cd22,9.49559,9.16131,9.9098,12.2747,9.05767,10.195,9.24508,9.69185,10.3474,10.6216
Srpr,10.7277,9.53374,10.0397,9.24323,9.46446,10.8301,10.0976,10.3037,10.277,9.48284
Incenp,9.81902,9.95881,10.4299,9.8102,9.49884,10.2358,9.36626,10.3863,10.6317,9.86317
Hnf1a,10.9651,11.941,10.6875,9.59946,9.50657,10.3881,8.66253,9.25086,9.96869,9.0303
B4galnt3,10.3982,13.0323,12.8725,11.3801,10.6772,7.92518,6.77418,8.55051,9.52727,8.86253
Plrg1,10.0786,10.2291,10.2377,9.05323,9.21598,9.82425,10.7897,10.607,10.0983,9.86612
Cth,10.9432,10.0025,9.50647,14.7442,13.711,7.49648,6.43255,6.52547,9.02383,11.6144
Eif4e2,10.1538,10.6699,10.3005,7.76287,8.13719,11.864,11.2619,11.2683,9.44845,9.13304
Emc7,10.0745,9.77724,10.2483,9.90875,9.92568,10.1212,10.0085,10.0759,9.96894,9.89108
Ssh2,10.4681,10.4104,10.0742,12.2973,10.7421,8.86801,8.30681,8.4747,9.67674,10.6817
Map7d1,9.36861,8.73479,9.35826,9.2055,10.3764,10.9632,11.1701,9.87305,10.8502,10.0999
Atp6v1b2,9.3793,9.72934,10.3326,10.3649,10.4266,9.73894,9.40639,10.5148,10.0365,10.0707
Tprg1l,10.1766,8.71107,9.49952,11.8372,10.3599,10.0954,9.84826,9.08187,10.3229,10.0672
Arhgef26,12.4388,11.6491,13.7128,10.31,10.2757,8.0556,8.00508,8.6726,9.0669,7.81341
Dmbt1,10.0938,13.4765,12.0455,11.379,9.10723,6.74351,7.10017,9.47825,9.08512,11.4908
Jmy,9.72456,9.58267,10.1758,9.89746,10.3648,10.2969,9.61602,9.90629,10.7047,9.73078
Vps16,8.84564,9.4987,9.76151,9.58951,10.3204,10.2695,10.2142,10.6003,10.4754,10.4249
Slc31a1,8.44321,10.4316,9.8924,9.26813,9.56419,11.0381,10.299,11.867,9.2735,9.92276
Sppl2a,9.48844,10.315,10.3896,8.64906,8.76572,10.6757,9.98258,11.0456,10.0487,10.6396
S100a16,6.1873,6.35605,5.99532,6.33316,6.26869,14.7856,15.0138,14.158,12.5377,12.3645
Acot9,8.80708,8.6909,8.59225,8.83512,8.88441,11.556,12.2584,11.4036,10.3898,10.5824
Dnajc9,11.4473,10.6168,11.0149,9.6524,9.84689,10.1267,9.00792,8.73312,10.023,9.53094
Wdr13,10.3617,10.4623,9.31902,10.8666,11.0046,9.27777,8.82492,8.68494,10.2863,10.9119
Igfbp5,9.78497,8.88335,10.0867,7.33656,9.61098,11.0503,12.9277,10.5396,11.5903,8.18953
Comt,11.0712,11.2721,11.41,10.173,10.7911,8.70148,8.90682,9.3519,9.09252,9.22989
Cdh1,9.14439,9.30776,9.06099,8.72693,8.34501,10.9641,11.6187,11.8082,10.2586,10.7654
Kti12,9.57774,9.95172,10.0818,9.12198,8.42937,11.1811,10.8365,11.0528,10.0071,9.75993
Hectd1,9.99902,9.44159,10.0625,9.24574,9.42008,10.2911,10.8601,10.6458,10.2987,9.73528
Arl6ip5,9.62727,9.18532,9.52193,10.134,10.4816,10.4657,10.3988,9.25962,10.2178,10.708
Wdr3,10.2634,10.2013,10.6658,8.80291,8.85383,10.3593,10.6032,10.7312,10.2346,9.2844
Mia2,8.52487,9.50808,8.78952,8.30988,9.27077,11.4739,11.5878,11.2282,11.0082,10.2988
Ecm1,8.58643,9.70954,9.22164,8.39309,9.75758,9.79307,11.8204,12.0252,10.0187,10.6743
Copa,10.5731,9.86499,9.79858,10.683,10.536,9.78012,9.32257,9.52445,9.84718,10.07
Apoc1,7.83543,6.65011,8.27936,8.34364,7.45527,13.7565,13.5542,8.91057,13.3905,11.8245
Fam49b,10.038,9.57736,9.46964,10.1353,10.5812,9.87377,10.0402,10.0314,10.1627,10.0905
Fam49a,10.5032,8.92374,10.2857,10.2395,11.4872,9.29445,9.78306,9.10408,10.2678,10.1111
Tpmt,9.58602,8.98968,10.7492,10.8003,10.4115,8.69939,9.38664,10.6643,10.1,10.6129
Rcn3,10.5473,10.3618,10.2479,10.2088,9.81256,9.84248,9.55321,9.83056,9.93088,9.66456
Nfyc,9.28396,11.1382,10.5986,9.73097,9.28255,10.1544,9.66386,10.8694,9.5592,9.71882
Aldh7a1,10.9499,9.96945,10.0787,9.72968,10.3341,9.28547,10.2171,10.118,9.45599,9.86161
Coasy,10.0989,10.1357,10.5344,10.4124,10.6008,9.63589,9.84583,9.91296,9.53811,9.2851
Tmub1,10.4217,8.14227,10.7287,12.4851,9.74291,11.0962,9.35685,6.41519,10.8743,10.7368
Slc7a1,10.3382,9.67722,9.58835,9.14786,9.41866,10.4905,10.6559,10.5442,10.3002,9.83871
Eif2b5,10.5599,10.039,10.1774,9.20076,9.13977,10.6414,10.3661,10.6533,9.82378,9.39858
Cpped1,9.55218,10.3578,9.42208,8.97534,10.072,9.92272,10.4727,11.0742,9.90288,10.2481
Zmynd8,9.96352,9.90211,10.5248,9.24185,9.69657,10.1767,10.3104,9.98177,10.093,10.1093
Sh2b1,9.77139,10.0938,10.1911,10.2713,10.3552,9.41603,9.666,10.8333,9.41428,9.98764
Ranbp1,10.8245,10.9461,10.9464,7.71501,8.48002,10.5425,10.7837,10.7059,10.3059,8.75006
Mlxip,10.1595,10.3233,10.6016,9.45541,9.73391,10.024,9.81655,9.57532,10.1961,10.1143
Man2b2,9.27781,9.49973,9.76565,10.5743,10.3724,9.53988,10.1429,10.6501,9.54447,10.6328
Hsdl1,9.40686,9.47114,10.2097,10.905,9.61769,9.2713,10.018,10.4495,9.75245,10.8984
Rbm19,10.0721,10.2124,10.5066,8.66979,9.02363,10.926,10.4812,10.1614,10.3908,9.5561
Plbd1,10.4832,10.4275,9.35991,13.046,13.0265,8.5594,7.28428,7.53772,9.27736,10.9981
Pogz,9.48924,9.81971,10.6712,8.90068,9.33348,10.2947,10.819,10.6823,10.1619,9.82773
Apool,9.81927,9.58643,9.69145,9.34336,9.46431,10.595,10.6809,10.1583,10.3193,10.3417
Ptprj,9.59635,10.0051,10.1102,10.5782,10.2208,9.83997,9.80962,9.71965,9.69094,10.4291
Lpp,8.48644,9.0049,9.02143,10.4501,11.4651,9.45113,10.2499,9.7092,10.4269,11.7349
Eif2b3,10.0583,10.4474,10.3162,9.65672,9.47627,9.91743,10.3503,10.7131,9.8568,9.2074
Gdi2,9.98673,9.7735,9.91969,10.277,9.99325,9.77112,9.75257,10.1353,10.123,10.2679
Gdi1,9.66531,9.60717,9.70383,11.0415,11.0125,9.65934,9.4872,9.6055,9.77509,10.4425
Clpp,10.386,10.1273,10.4026,10.0792,10.3854,9.82397,9.90361,9.24435,10.1415,9.50602
Slc5a1,10.5989,11.6858,11.108,11.028,11.8516,8.727,7.43436,8.70418,8.20639,10.6557
Ndufb10,11.27,10.7283,10.2423,10.7434,10.5611,8.9219,8.19914,8.68111,10.4747,10.1779
Anxa8,5.77718,5.77547,5.56414,5.54468,5.59009,14.7944,17.629,15.7406,11.7899,11.7946
Chm,10.6927,9.67429,10.2229,9.79528,10.1385,10.5203,9.68504,9.16383,10.0455,10.0617
Slfn9,12.5414,12.4147,10.8353,10.1641,10.3898,9.57088,8.13226,7.83409,9.86018,8.25733
Dnajc16,9.37445,8.95476,9.57705,9.26484,8.11038,10.5937,11.0589,10.8598,10.4299,11.7762
Foxa1,9.99093,9.97203,10.9019,8.80938,9.78614,10.7598,10.1828,10.6098,10.3099,8.67735
Foxa3,9.80269,10.1959,7.88056,9.03278,10.14,10.4955,10.4168,11.2745,10.2674,10.4938
Gspt2,10.6717,9.6985,10.5679,9.16084,9.68283,10.0548,10.6229,9.96985,10.3152,9.25552
Gspt1,10.903,9.90615,10.5933,9.46871,9.58441,10.2398,10.5638,9.96929,9.55473,9.21674
Pfkfb2,10.2506,9.49112,9.7288,9.61425,9.47085,10.4437,10.6339,10.3545,10.0177,9.99449
Pfkfb3,10.814,10.0494,10.6774,10.0571,9.80532,9.6528,9.3959,9.61445,10.3592,9.57449
mt-Co1,9.62673,10.7416,10.4246,9.11364,12.0824,9.64809,8.65971,10.6653,9.85609,9.18181
Eif1ax,11.4173,11.0394,10.5113,9.24661,8.3791,11.0701,9.02012,9.95061,10.2635,9.10197
Gm5039,9.77432,9.7652,10.3595,8.72491,9.13755,10.56,10.4654,11.5394,10.3848,9.28881
Atp1b1,9.66174,11.4329,10.7244,13.1251,10.9467,8.0493,7.59689,8.91522,8.92739,10.6203
Tkt,10.1534,10.8144,9.76068,9.85634,9.24281,10.2941,9.77378,10.1483,9.83485,10.1213
Reg3g,7.28996,7.72262,20.8643,7.72037,5.54963,6.03368,11.3461,12.8741,8.10223,12.497
Dhdh,10.4563,9.40826,9.94075,11.7824,13.1605,9.08437,8.22211,7.59362,9.40221,10.9495
Gtl3,9.70873,10.1033,10.3396,9.91607,9.87244,10.0405,10.0412,10.7317,9.22395,10.0225
Focad,10.0134,9.85203,9.95572,9.24259,9.1491,10.4596,10.4127,11.1832,10.0824,9.64928
Trip6,7.7539,8.58118,8.8271,7.97723,8.52372,12.2899,12.4895,12.354,10.6371,10.5663
Sf1,10.3128,9.98545,10.303,9.58945,9.44121,10.2662,10.0405,10.2964,10.2402,9.52477
Fam45a,9.97741,9.87468,9.75755,10.1536,10.1922,9.70863,10.0708,9.95704,10.0788,10.2292
Rtn4,8.07479,7.86055,8.19252,8.15144,8.26092,11.9948,13.2093,12.8444,10.4252,10.986
Rtn4,8.02758,7.40507,7.31898,7.14736,6.98126,12.3819,15.2441,13.2199,11.2717,11.0021
Nubpl,9.35363,9.80765,10.3555,8.84431,8.69911,10.2707,10.313,11.3458,10.494,10.5163
Skap2,10.4918,10.0483,10.4696,11.2163,11.1571,9.26676,8.83531,9.39456,9.667,9.45316
Arpc3,9.41442,8.80813,9.59535,9.62808,9.95795,10.2601,10.9718,10.5926,10.6728,10.0988
Sptlc2,9.58008,9.71605,10.0108,9.73144,9.56426,10.0004,10.1538,10.4182,10.5659,10.2591
Nol10,10.3083,10.4726,10.1261,8.32236,8.64847,10.6275,10.9954,10.9525,10.4544,9.0925
Znfx1,10.6073,11.6889,10.8289,9.23658,10.2078,10.2128,9.14485,9.81845,9.35171,8.90281
Vps18,9.54079,9.23813,9.9569,10.2841,10.4803,9.67808,10.0236,10.1441,10.3387,10.3153
Ccnd1,11.1996,10.6743,10.89,9.77114,9.15596,11.1224,9.42856,9.38199,9.34941,9.02655
Ccnd2,9.72914,9.12593,15.1687,10.323,8.45147,9.71084,9.79506,8.1673,9.29035,10.2382
Tram1,12.4858,9.52863,9.80438,10.4347,11.4764,9.23763,9.12167,8.12366,10.1106,9.67665
Nhp2l1,9.62602,9.85405,10.9948,8.45954,9.43324,10.5512,11.0824,10.8215,10.0864,9.09072
Pdia5,11.5565,10.1714,10.1261,10.8576,10.7064,9.32065,8.66602,8.99149,9.19758,10.4062
Mff,8.78754,9.7703,9.57654,9.66535,9.31147,10.2827,10.5731,11.253,9.94332,10.8368
Eri3,10.4148,10.2122,10.2867,10.5255,11.774,10.0753,10.5184,8.77303,8.95129,8.46881
Tmem66,9.93334,8.24036,9.90872,8.95852,9.07028,11.2135,12.7652,9.70041,10.9747,9.23502
Eif4h,10.4447,10.971,9.66645,8.98614,8.13211,11.5608,9.6161,10.3302,10.3867,9.90586
Mgat4c,11.3923,8.22541,8.4741,15.0273,12.303,8.14609,6.38248,6.36398,11.7957,11.8896
Samd4b,9.93022,9.91946,9.31686,10.0468,10.2951,10.6916,10.3792,9.61022,10.286,9.52442
Mrpl50,8.00268,9.2395,11.0653,10.5312,10.3987,11.3131,9.82455,9.66316,10.4482,9.51358
H2-M3,10.3311,9.17289,12.6762,10.4971,10.6128,9.09661,8.02934,8.86598,10.5582,10.1597
Eif3f,11.4154,10.8941,10.722,9.25707,10.1308,10.6159,8.95856,9.70768,9.98416,8.31432
Banf1,7.18983,8.61533,11.2541,9.50659,9.36341,12.9934,10.8127,10.0519,10.454,9.75869
Pole2,12.4833,11.7472,11.1953,10.4063,10.2908,9.7676,9.06428,7.79788,9.03571,8.21161
Med12,9.58131,9.85932,10.1207,9.34029,9.64254,10.7883,10.266,10.4975,10.186,9.71812
Ccdc132,9.87073,9.93621,9.82912,9.65856,9.8582,10.0306,9.78579,10.8766,10.2952,9.85896
Bgn,9.42651,9.03022,9.03025,11.1427,12.2619,8.96739,9.75829,9.84201,9.80408,10.7367
Abhd12,9.9482,9.78888,11.117,9.33715,9.37324,10.2308,11.3842,10.0041,9.54517,9.27128
Nab1,9.80052,8.89072,10.393,9.11746,10.152,10.867,10.4669,8.81173,11.5904,9.91037
Mroh1,9.68541,9.29648,10.2565,11.2062,11.1556,9.937,9.73106,9.35178,9.37733,10.0026
Rpe,9.12865,10.0651,11.1251,11.2319,11.1705,9.17646,9.59404,8.62467,9.87196,10.0116
Mib1,9.34268,8.92061,10.7996,8.99138,9.73241,10.4322,10.8226,9.45684,11.0876,10.4142
Ankrd44,9.90944,9.05052,10.1803,11.6266,11.5647,9.28686,8.5052,8.6673,10.5963,10.6128
Mesdc2,9.17538,9.04461,9.59027,10.1065,9.84122,10.4433,10.638,10.5385,10.1853,10.437
Ptprc,11.0063,9.08063,11.0172,11.6172,11.3837,9.28759,8.49068,7.7365,10.0845,10.2958
Tes,8.79099,8.49316,8.96006,8.62792,9.25552,11.3821,12.5588,10.9265,10.5333,10.4716
Fhl2,8.26203,7.45906,7.75913,6.79485,7.64134,13.8301,13.9389,12.2561,11.2853,10.7732
Pop7,9.35153,11.2735,5.06749,9.00097,9.69643,11.6787,10.7997,11.8903,10.3112,10.9303
Cpa2,54.0228,13.9473,11.0332,8.12542,7.25397,0.840356,1.47005,1.00927,1.10504,1.19266
Memo1,10.0863,11.1312,9.50541,10.4845,10.4923,10.5141,9.55196,10.5596,9.0252,8.64937
Znf687,9.79862,9.76368,10.4137,9.90385,9.54026,10.4754,10.246,10.5174,9.45853,9.88249
Itfg3,9.58608,9.82955,8.95465,11.0533,10.3955,9.68183,9.25963,10.1704,9.74106,11.328
Ciapin1,9.01578,9.35888,11.7242,8.36077,8.74793,9.9098,10.3593,12.4884,10.5474,9.4874
Abracl,10.7872,10.5776,10.324,9.7396,10.1133,9.95534,9.5195,9.97797,9.69241,9.3131
Micu1,9.61129,10.1204,9.37996,10.1119,10.1518,9.98594,10.0399,10.5739,9.75145,10.2735
Scyl3,10.1563,9.80434,9.98504,10.7415,10.6379,9.84902,9.4484,9.39954,9.76452,10.2134
Tex264,10.2113,9.60561,9.90994,10.7403,10.9144,9.90782,9.10255,9.17498,10.052,10.3811
Abhd2,11.9413,8.63242,10.618,10.102,9.18394,10.9076,10.213,7.61229,10.48,10.3095
Gc,10.0016,8.9332,9.68196,9.67768,8.79629,10.9739,12.7731,8.96484,10.4264,9.77108
Tspan15,9.05739,9.87666,8.62348,10.9269,9.90778,10.2689,9.23464,11.3845,9.57678,11.1431
Tspan9,7.72996,7.9725,8.90363,9.91313,11.2785,10.3051,11.7452,10.5114,10.3037,11.3369
Phlda1,8.62178,9.30111,8.28938,7.12641,7.80288,12.0158,12.9138,12.2978,10.8432,10.7877
Rps27a,9.26905,9.5499,9.85911,9.07231,8.90239,10.9163,10.7994,10.5948,10.7412,10.2955
Ubb,9.44199,13.012,10.6256,9.15909,9.87953,9.70298,9.92333,9.39152,9.85912,9.00494
Hells,11.3178,10.9424,11.9432,9.96257,9.60492,9.81738,9.27578,8.966,10.2588,7.9111
Kiaa1429,10.1872,10.241,10.4847,9.15598,9.36372,9.95178,10.2441,10.4519,10.4026,9.51701
Dync1li1,9.6201,9.48548,9.70209,10.1421,9.54748,10.5272,10.2664,10.4098,10.058,10.2414
Dync1li2,9.59823,9.76434,9.73804,10.4479,9.66305,9.95478,9.96495,10.2489,9.75488,10.8649
Itgb1,8.9088,8.66663,8.82406,9.03964,9.7288,10.6454,11.8964,10.741,10.7016,10.8476
Itgb6,8.7833,8.41851,8.25506,6.8207,7.36696,12.9113,13.9973,11.901,11.1771,10.3688
Rnasel,10.9426,10.55,9.5388,12.5059,11.7124,8.66527,7.44199,8.12004,9.62824,10.8946
Elovl7,9.96072,9.87161,9.51178,8.92548,8.52925,11.331,10.4601,10.1321,10.4225,10.8555
Lims1,8.34746,8.32918,8.89667,8.75424,9.17864,13.9876,10.1548,10.7992,10.7398,10.8124
Lims2,8.28554,9.06773,8.30853,11.569,12.5934,10.6305,8.74286,8.97402,9.76819,12.0602
Gnl2,10.3439,9.88052,10.4902,9.1676,9.31915,11.0089,10.1134,10.2483,10.4522,8.9758
Cfh,9.17976,9.7091,9.65909,8.66774,9.77645,10.7242,12.7041,10.45,9.4808,9.64873
Cfhr2,10.508,8.35267,8.48781,7.2778,9.22467,11.457,12.6572,11.0523,10.8041,10.1785
Gm4788,10.2672,7.87983,8.1421,8.42903,9.34692,12.4523,12.1072,9.24334,12.1285,10.0036
Wnk1,9.59966,10.3287,9.72308,10.1402,9.30684,10.7361,9.71556,10.2082,9.80962,10.432
Wnk2,8.74395,11.1393,10.5679,9.48826,10.149,9.50329,9.1494,11.4401,9.7325,10.0863
Mmp10,8.17969,7.32054,9.32878,6.94427,8.06799,12.0362,14.6831,13.5142,10.4807,9.44446
Elovl1,8.2812,8.69512,8.25239,9.04642,8.37345,12.7529,11.9223,13.335,9.1971,10.1441
Clmn,10.3135,10.4893,10.0621,11.7551,10.6917,9.04552,8.4725,9.08153,9.44267,10.6462
Igj,9.07585,10.1646,8.92392,12.7974,13.7425,8.52206,7.05795,7.41248,10.0137,12.2895
Itgb3,7.72728,7.48006,8.06088,8.12324,9.26939,11.0306,13.3512,12.2942,11.1807,11.4824
Ptprz1,6.7093,8.27052,10.1604,6.88618,7.81239,11.903,14.2199,14.186,10.143,9.70933
Rock1,8.93132,9.99366,8.92852,9.40201,9.54994,9.51054,11.0874,11.5075,10.5601,10.529
Rock2,9.38074,8.90143,9.06828,9.02741,9.03005,10.8827,11.3764,10.5927,10.9874,10.7529
Gpx2,8.59492,11.941,11.3829,10.4413,10.8539,9.85253,9.16404,9.62971,9.78475,8.35499
Ppih,9.53476,10.183,10.2042,9.36461,9.81096,10.4435,9.98105,10.542,10.4972,9.4386
Txnrd3,8.8298,9.38414,9.9213,8.53756,9.20232,10.4026,11.2725,11.9222,10.5594,9.96815
Rbms2,9.30961,9.96912,10.1364,8.75431,9.59421,10.443,10.7842,11.4759,9.66234,9.8709
Rbms1,8.65815,8.52907,9.46898,7.41546,8.02163,11.7925,13.6262,12.3773,10.4977,9.61301
Muc13,9.14737,11.6038,10.3836,11.294,9.68202,8.37551,8.50536,10.4984,9.06635,11.4436
Setd2,9.7947,10.1491,10.495,9.55906,9.68537,10.2377,10.2153,9.93615,10.085,9.84266
Ugp2,10.2497,9.93088,10.1478,12.7234,12.1527,8.45531,7.93863,8.22605,9.59546,10.5801
Cic,9.80007,9.80047,10.3443,9.10081,9.48582,10.261,10.906,10.2511,10.1562,9.89425
Rpl13a,10.7754,10.0638,9.84498,9.67177,9.20788,10.5697,10.0869,10.0978,9.96786,9.7139
