Gene Symbol,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5
Prdx5,9.22653,9.15869,9.86788,11.1254,11.4465,9.86581,10.0234,9.76145,9.66091,9.86333
Gga2,9.87388,9.21335,9.67381,9.25356,10.164,10.25,10.901,10.4546,10.2693,9.94653
Gga3,10.5206,9.84813,10.5946,9.99786,9.82946,9.90488,9.74508,9.59271,10.4018,9.56487
Gga1,9.19582,10.1169,9.65616,10.887,10.0573,10.0781,9.83761,9.90003,9.79862,10.4725
Kbtbd11,9.91597,9.66424,8.87429,13.6846,13.0524,8.49712,7.55648,7.62778,9.56819,11.5589
Evpl,7.68636,7.93825,8.24235,8.54736,8.52159,11.7314,12.6822,12.0495,11.1717,11.4293
Galnt1,9.65721,9.15823,9.33218,8.7589,8.76364,11.1316,11.4433,10.6236,10.6283,10.503
Ptrf,9.43602,9.91141,8.64712,14.2535,14.5451,7.28628,7.03144,7.03742,9.7809,12.0709
Hnrnph3,11.0886,10.4546,10.9561,9.19739,9.91301,9.70036,9.84219,9.74131,9.93088,9.17554
Hnrnph2,9.84831,9.47357,10.0924,9.28982,9.60761,9.97343,10.7899,10.9009,10.1824,9.84166
Hnrnph1,10.0844,10.0621,10.4898,9.16942,9.30555,9.77114,10.5202,10.903,10.022,9.67237
Hnrnpf,10.6352,10.0886,10.7584,8.80607,8.96919,10.2469,10.3817,10.3758,10.3344,9.4037
Pgam5,8.51456,8.7233,9.45195,10.2213,9.42999,10.7455,10.5894,10.7515,11.4196,10.153
Pgam5,9.12128,8.83525,9.87188,9.23356,8.51065,11.0261,11.665,11.7075,10.7788,9.24995
Prkacb,10.848,9.42678,10.17,11.4961,11.1574,9.16966,8.72855,8.38907,9.80914,10.8053
Prkaca,9.89344,10.0922,9.66549,11.3025,10.7621,9.27273,9.54636,9.53572,9.30308,10.6264
Tti2,10.1637,9.17413,10.4763,9.77732,9.54821,10.7819,10.0252,9.84411,9.4544,10.7548
Zcchc11,9.78619,9.81072,11.0862,9.29477,9.45149,10.0496,10.2789,10.9361,9.76742,9.53859
Zcchc6,9.43986,9.76855,9.81008,9.42707,9.19129,10.3174,10.3666,11.149,10.0959,10.4343
Max,10.7603,11.4409,10.1738,8.08483,8.43779,10.9845,10.4474,10.0511,10.0976,9.52192
Nsa2,10.1698,9.60613,10.3316,10.7166,10.4364,9.61597,8.90711,9.32673,10.1498,10.7399
Wdr4,9.78552,9.65514,10.0715,8.78022,8.58553,10.5511,11.1087,11.1184,10.4476,9.89631
Eci2,10.3172,10.2771,10.9966,10.3791,11.1433,8.65195,9.34088,9.82529,9.66244,9.4061
Agpat2,8.73172,8.17248,8.3496,8.72367,8.19395,11.7042,12.3452,12.2454,10.6662,10.8675
Rraga,9.41689,9.01618,9.87317,9.37114,9.4202,10.9182,10.8555,10.8048,10.0783,10.2456
Arhgdib,10.3165,9.04501,10.4993,10.8668,11.2467,10.1644,9.17721,8.57357,10.649,9.46153
Dhodh,10.0028,10.3203,10.2486,9.9834,9.5982,9.88848,9.73535,10.0721,9.92054,10.2302
Ate1,9.24216,9.46741,9.8269,9.61631,10.2048,10.2472,10.4599,10.1286,10.3434,10.4633
Ate1,9.02208,8.78409,9.37227,9.75013,11.2921,9.73078,10.8411,9.68506,10.4161,11.1062
Dok2,9.9027,8.12952,9.9685,9.5734,10.3521,10.0469,9.24214,10.0385,11.2352,11.5112
Lmo7,10.4082,9.92735,9.99153,8.36395,8.35062,11.1285,11.4949,10.4763,10.2633,9.59536
Lmo7,10.2062,10.1516,9.68804,7.49673,7.47079,12.9989,11.5084,10.5959,10.6966,9.1867
Patz1,10.216,10.3118,12.9682,9.65065,8.92124,8.74554,9.31227,11.2935,9.98373,8.59705
Cit,11.9374,10.4487,10.3425,8.73552,9.09836,10.4896,10.0163,9.64969,10.4506,8.8313
Esrp1,9.40992,10.137,9.77431,9.2253,8.80866,10.575,10.6081,10.6656,10.4598,10.3363
Esrp2,10.6168,10.1286,9.8774,11.1005,9.1123,9.75772,9.49034,8.88843,11.1685,9.85933
Rbm12,10.0511,10.2022,10.4473,8.90951,8.92893,10.3213,10.6627,11.1471,9.72869,9.60121
Lrrk1,8.81591,8.7899,8.7516,8.42278,8.1853,12.2966,12.0783,11.7307,10.378,10.5509
Prorsd1,10.4471,13.0833,11.5014,12.8125,14.6638,7.51267,6.78259,7.88806,7.83138,7.47713
Rrm1,10.5845,10.8597,10.9169,9.24046,9.89921,10.3535,9.63787,9.93186,10.3675,8.20855
Ranbp9,10.3154,10.0346,10.8699,9.79895,9.76326,9.97644,9.95537,10.1941,10.2097,8.88232
Ranbp10,10.5487,9.95062,12.1248,9.31042,10.581,9.92179,9.53606,9.80661,9.4928,8.72711
Agpat5,10.3326,10.0773,10.3928,9.74379,9.87601,9.8614,9.5666,9.22911,10.3975,10.5229
Aco1,10.2322,10.5772,10.1843,11.2732,10.9673,9.57912,8.94873,9.27467,9.33442,9.62886
Ireb2,11.0063,11.8698,10.8492,10.0883,11.3604,9.53688,9.01546,9.16016,8.75555,8.35793
Gtf2h2,9.74063,9.62658,10.0239,9.20522,9.71231,10.4664,10.7058,10.1192,10.0726,10.3273
Bag1,10.897,11.3274,11.0346,10.3188,10.4581,9.00103,8.75904,9.21976,9.69644,9.28786
Rab38,10.4772,8.89608,10.2978,10.2712,9.43157,9.97305,11.2451,9.70785,9.81379,9.88639
Rab32,9.94415,9.20215,9.91585,10.503,10.2389,10.1569,10.0002,9.51123,10.3837,10.1439
Rab7l1,9.93523,8.06603,10.135,9.56119,11.0822,11.0498,12.076,9.26046,10.0224,8.81173
Stat6,10.7075,9.48436,10.1184,9.75671,9.94896,9.84932,10.2834,9.96324,10.1037,9.78443
Nde1,10.7689,10.3432,10.0995,10.0595,10.4341,10.2926,9.75795,9.29786,10.2595,8.68684
Ndel1,9.42112,9.05366,9.13317,10.1133,10.6605,9.17481,11.1497,9.58354,11.2125,10.4977
Cyp27a1,9.26054,9.9598,10.4801,10.6618,10.8247,8.68228,9.44943,10.0985,9.35852,11.2243
Mina,11.6966,11.1489,11.4414,9.49774,9.99629,10.2925,9.88343,8.71435,9.34451,7.98435
Rabac1,10.3932,9.60584,9.92895,9.92521,9.81965,9.73397,10.0959,9.82551,10.2673,10.4045
Efr3a,9.73691,9.1923,9.3868,10.4207,10.5578,9.90121,10.0832,9.92633,9.99565,10.7992
Efr3b,9.29169,8.91972,9.93324,10.2576,10.9408,10.0773,9.88991,9.26809,10.1027,11.319
Arap2,9.77173,9.26993,9.53165,11.4939,11.1091,8.82897,9.34119,9.94867,9.88359,10.8213
Apopt1,10.5649,9.63888,11.3333,11.4252,11.2059,8.06788,9.0814,8.3014,10.4224,9.95875
Cep131,10.3663,11.7065,10.4935,9.84437,10.4474,9.25573,8.42517,10.0618,10.1224,9.27667
Krr1,9.86126,10.5169,10.4214,8.74601,8.71523,11.0061,10.504,10.8802,9.95315,9.39571
Cdkn2aip,10.3874,9.93895,10.4551,9.01017,9.75314,10.099,10.2929,10.134,10.3536,9.57575
Glo1,8.47142,10.1056,9.49501,8.28646,8.75359,13.1437,9.47431,12.0538,10.2322,9.98385
Card14,8.51506,8.52268,9.27278,9.08982,7.63168,11.1608,11.1523,12.9248,11.6251,10.105
Igf2r,10.447,9.58014,10.4392,9.84386,10.3684,9.91783,10.4075,9.63723,9.94557,9.4132
Pank2,9.36644,9.19509,8.77143,10.4469,9.99299,10.9315,9.8496,10.8139,9.10839,11.5237
Pank3,11.1609,9.80928,10.4426,12.1073,10.9069,10.1736,8.49408,8.04227,9.03275,9.83037
Leng9,10.6775,8.33774,10.0701,11.599,12.7368,8.92525,7.89618,9.17662,9.6335,10.9472
Ppp2r5a,10.1129,9.66506,9.78296,10.4526,10.4919,9.36286,9.66022,9.60361,10.1693,10.6986
Tst,9.98539,10.3481,9.93335,10.9844,10.6144,8.9259,9.68416,9.7482,9.10569,10.6704
Mic1,10.1138,9.5635,10.6785,9.9608,10.2772,9.57153,9.5129,9.86154,10.1534,10.3068
Igsf8,9.74743,6.29042,7.78246,10.1186,9.15889,11.5148,11.184,10.8268,12.8617,10.5148
Arfgef3,11.19,9.90289,10.1879,12.2118,12.0551,8.98731,7.59821,8.04311,9.94044,9.88322
Rpl28,11.5076,11.2097,9.61102,9.39458,8.27662,10.9186,9.32075,9.98367,10.3148,9.46271
Mrto4,10.1381,10.3702,10.7278,8.89751,8.85256,10.6708,10.1659,10.7446,10.3854,9.04714
,8.31275,10.7025,9.84488,11.0911,13.4552,7.73151,8.16666,7.69287,9.57151,13.4311
Acaca,10.5103,9.51604,9.95192,10.5967,10.4768,10.2959,9.54176,9.3744,9.92965,9.80647
Acacb,11.8749,7.85025,9.52051,10.8621,11.082,10.1138,9.23231,8.93315,10.8489,9.68206
Pdcd6ip,9.98937,9.52792,9.82468,10.0813,9.97632,10.1643,9.94201,9.66281,10.5337,10.2975
Prmt1,9.90726,10.2585,10.5738,9.42572,8.86272,10.6694,10.6537,10.978,9.46527,9.20562
Ifit2,12.5406,17.7573,15.2859,8.74214,12.0226,8.08621,6.80927,8.237,5.53114,4.98789
Anxa7,8.60174,9.27202,8.53413,8.78981,9.07549,11.9182,11.8978,12.087,9.69728,10.1265
Anapc1,10.0374,10.0448,10.4163,9.38776,9.24974,10.2688,10.3414,10.2842,10.2165,9.75302
Slc35e1,10.2246,9.28997,9.79959,10.8875,10.3989,9.69424,9.4321,9.54194,10.1745,10.5566
Dsc2,9.44097,8.83337,8.89821,9.37957,8.68431,10.5831,11.5177,10.7041,11.0369,10.9218
Tubgcp3,10.0261,9.94807,10.1542,9.73462,9.69941,10.1844,9.97072,10.351,10.1797,9.75187
Phldb2,7.63885,8.67875,8.80256,8.14556,7.88179,12.1183,12.5879,13.1752,10.2792,10.6919
Csde1,10.6686,10.1752,10.2273,9.19097,9.21665,10.5529,10.0601,10.0163,10.6059,9.28606
Mrpl53,9.35601,10.0079,9.94723,9.29085,9.6192,10.1127,10.2988,10.9763,10.4734,9.91771
Itgax,10.711,8.99077,10.3383,9.48068,10.0472,10.9402,9.76399,8.95352,10.6829,10.0915
Mphosph10,10.3528,10.3706,11.1258,8.54463,8.90254,10.3761,10.5859,10.8911,10.1186,8.73207
Clint1,10.3592,9.77178,10.0885,9.86501,9.93894,9.72078,10.4344,9.69282,10.032,10.0965
Cactin,10.715,11.161,10.7503,9.97534,9.72052,10.2966,10.0276,9.34559,9.02719,8.98081
Isg20,11.5739,11.8542,11.9405,8.72998,10.2767,10.8393,8.42968,8.12624,10.3885,7.84099
Hira,10.3042,9.82801,10.455,9.2681,9.6046,9.88507,10.392,10.3048,10.2005,9.75769
Asb3,10.3785,9.46714,10.232,9.44638,9.09329,10.6826,10.0611,10.3048,10.8695,9.4648
Pcna,11.6081,11.5043,12.0656,9.50345,9.81164,9.98672,8.98275,9.2684,9.70781,7.56121
Cpsf7,9.60329,10.308,10.0295,9.58219,9.49833,9.77735,10.7219,10.7096,9.76857,10.0013
Ndufa3,9.61736,9.62199,10.8309,11.7042,10.6798,9.46141,8.8571,8.68948,9.8199,10.7179
Eif4a1,10.5393,9.9004,10.3665,9.18346,9.46081,10.6163,10.6985,10.2365,10.1236,8.87468
Eif4a3,10.6602,10.7528,10.6737,10.089,10.0097,9.67643,9.66257,9.92511,9.71367,8.83688
Eif4a2,10.6488,10.0909,10.1841,10.3147,9.96137,10.1436,9.89888,9.67205,9.68555,9.40007
Med22,10.6536,10.3766,10.5931,10.1288,9.72713,10.7704,9.31427,8.75891,10.6264,9.05069
Znf428,11.6414,11.6091,12.9194,9.52424,9.51407,10.9007,8.81997,6.95146,9.79274,8.32687
Sharpin,10.9963,10.5813,9.69185,9.40218,10.5015,9.96158,9.26882,9.58117,10.2455,9.76986
Fam117b,8.58941,9.04809,9.56104,11.6761,10.5277,9.20926,10.0266,10.3561,9.89803,11.1077
Zdhhc13,9.84053,9.7098,9.43979,10.7613,9.66889,10.0502,9.69382,9.59433,10.7283,10.513
Zdhhc17,10.1484,9.30701,10.0383,10.6265,10.2409,9.84817,9.60111,9.41059,10.6146,10.1644
Trrap,10.1077,9.79833,10.2898,9.00763,9.33074,10.5445,10.662,10.5392,10.2419,9.47826
,10.3677,9.37323,9.68796,9.90802,9.67719,9.30402,10.4562,9.81438,10.8987,10.5126
Wdr6,10.6464,9.80081,11.4454,9.63268,9.80781,9.90994,10.0689,9.6675,10.1384,8.88214
Asah1,10.0884,9.98289,9.73698,10.4368,10.3188,10.033,9.73548,9.99047,9.39474,10.2824
Lpcat2,10.9291,10.5951,10.3002,11.3617,11.0949,8.75459,8.79766,8.88885,9.7533,9.5247
Cul2,10.4993,10.1568,10.4633,9.45698,9.42759,10.2243,10.2087,9.94212,10.1308,9.49004
Myl12b,8.92695,10.2497,8.65117,11.1987,12.0169,9.02978,9.43196,9.47492,10.1614,10.8585
Myl9,8.72318,9.64982,8.2861,15.3583,17.4453,5.64318,6.48822,5.83101,10.3877,12.1872
Myl12a,8.73629,8.7249,9.39934,8.65458,9.9455,11.2036,11.0481,11.5747,10.81,9.90294
Fnbp4,9.47895,10.1612,10.2493,8.95519,9.21133,10.3414,10.2871,11.5589,10.3958,9.36072
Wash1,9.64291,9.6554,9.93816,9.91728,10.0747,10.1505,9.9555,10.6708,10.1099,9.88486
Bri3bp,10.0069,9.27027,9.46315,10.5027,9.86995,10.6913,9.90972,9.71231,10.5306,10.043
Rbm22,10.0047,9.66542,10.765,9.57102,9.49145,10.1215,10.6271,10.0887,10.2377,9.42741
Nars2,9.56664,10.2446,9.601,10.0198,9.37662,10.6498,10.215,10.4016,9.79955,10.1254
Tab3,9.27716,9.41382,9.11271,8.86648,8.83642,9.88735,11.5037,11.7427,10.7007,10.659
Rnf220,9.9477,11.0093,10.9593,8.8191,9.5163,9.26005,10.7461,10.5673,10.3319,8.84296
Ncaph,11.353,11.184,11.4276,9.51709,9.12632,10.2387,9.07347,9.06966,10.4502,8.55988
Picalm,10.7092,10.2632,10.5614,9.34427,9.3649,10.3345,10.3818,9.95718,9.66615,9.4174
Picalm,8.89597,7.80809,11.0371,8.75165,10.1164,12.3973,12.1839,8.75396,10.911,9.14463
Fam134a,9.32812,9.30248,9.37944,9.60724,9.51703,10.5083,10.1345,10.522,10.669,11.0318
Pex14,9.4233,9.9798,9.89923,10.0661,10.2145,10.1389,9.68063,10.4495,10.1104,10.0378
Sh3glb2,10.8569,10.9373,9.19273,9.58735,9.78649,10.1701,8.91144,9.34456,10.6212,10.5918
D17H6S56E-5,10.7932,10.6828,11.3125,9.00794,8.88925,10.4313,10.0226,10.1005,10.0236,8.73635
Lrrc59,10.6309,9.69599,10.3404,9.59125,9.44311,10.2557,10.1187,10.3113,9.86649,9.74609
Apoh,9.55241,8.99319,10.0836,8.23886,9.12104,11.359,12.4522,9.46993,11.108,9.62172
Vasp,9.14084,9.02478,9.35443,8.69271,8.6691,11.0331,11.2129,11.2734,10.9023,10.6965
Reep5,10.541,8.29096,10.709,10.88,11.4767,8.80869,9.85489,9.18232,9.83525,10.4213
Tnk1,10.0621,9.15788,9.9162,9.52405,9.33554,10.6019,9.98668,10.3642,10.9069,10.1446
Blmh,9.91238,9.87158,10.4409,9.22785,9.36947,10.2487,10.3923,10.7354,10.0437,9.75786
Ascc1,10.8771,10.331,10.389,9.98649,9.9021,10.0597,9.79267,10.0307,9.6011,9.03014
Nanp,10.5232,11.1764,10.8798,10.7252,10.7768,9.0917,8.50218,9.48524,9.60221,9.23734
Suz12,10.3553,10.2825,11.5223,9.21974,9.58342,9.91583,10.0147,10.1095,10.1717,8.82494
Vta1,10.4932,10.3301,9.96863,9.43802,9.48877,10.9036,9.61622,9.3467,10.2569,10.1578
Svil,8.29405,7.83863,8.20293,9.89319,11.2651,10.3387,11.7164,10.416,10.6764,11.3586
Col6a2,9.74391,9.86063,8.78085,12.3107,13.1207,7.95411,8.77889,8.88197,9.31672,11.2516
Mrps11,9.54774,9.37704,9.15158,9.47135,9.5903,10.6419,11.0453,10.5588,10.4338,10.1822
B3gnt7,10.2446,9.87575,10.2517,15.0321,13.7309,8.18858,5.85069,7.1371,9.90975,9.77887
Lepre1,7.83784,7.91659,8.80934,8.14313,8.88485,11.7104,12.0524,12.8019,11.1177,10.7258
Snx11,10.7066,9.62641,9.65894,8.65812,9.18762,9.81412,9.95815,9.94042,12.4025,10.047
Znf865,9.36515,9.53135,10.3317,8.35436,8.74632,11.1335,11.3703,11.3953,10.0294,9.74268
Otud5,9.93533,9.99745,11.0148,8.8621,9.45691,9.98233,10.2599,10.3246,10.7678,9.39866
Psd4,9.68161,9.16457,9.92818,11.2675,11.2045,10.0181,9.77459,9.08052,10.265,9.61542
Bckdha,10.3832,10.8142,10.2039,9.75363,9.4063,9.38207,10.3525,9.854,9.63381,10.2165
Thbs4,9.44708,10.2875,8.94906,14.2467,14.0047,7.55529,6.46474,7.41363,9.26094,12.3704
Thbs3,9.02653,8.22616,8.55669,11.3346,12.3049,9.12361,9.43685,9.65459,11.497,10.8391
Mzb1,9.48203,9.2454,8.4285,13.0823,13.6197,9.92336,6.69677,7.17507,10.9231,11.4238
Eif2b2,10.6484,10.1533,10.5625,9.35458,9.61889,10.3761,10.4499,9.817,9.89806,9.12143
Pgm2l1,9.83231,8.96312,9.87695,9.74124,10.5335,11.2154,10.5139,9.80132,10.6394,8.88277
Abhd14b,10.386,11.6962,9.88248,13.0135,12.3084,9.47317,7.78452,7.821,8.28486,9.34981
Serpinh1,9.73681,9.08089,9.75143,8.83955,9.65448,11.0504,12.094,10.8827,9.87434,9.0354
Sdhd,10.017,10.1403,10.3279,10.495,9.83623,9.60559,9.46675,10.688,9.5616,9.86165
Nvl,10.5575,10.1376,11.4846,9.37011,9.53345,9.82066,9.91803,9.56488,10.6557,8.95738
Uqcrc2,10.466,10.6506,10.0143,10.6106,10.3146,9.0931,9.0405,9.67456,9.84625,10.2895
Cbr4,9.19959,10.148,9.7025,9.43769,10.6521,9.39372,10.3342,10.5297,10.2038,10.3986
Ankrd28,9.30354,9.07413,9.76061,9.3624,9.75032,10.4446,10.9484,10.3124,10.3544,10.6892
Cstf2,9.82508,9.69211,10.5407,9.34481,9.1747,10.9011,10.6384,10.3108,10.3501,9.22222
Cstf2t,10.2869,9.48852,10.9539,9.70927,10.3632,9.72441,10.0615,9.1239,10.3748,9.91364
Abhd4,9.70312,9.74814,9.38322,9.507,9.52667,11.4221,11.4174,10.7905,8.79694,9.70492
Dhrs4,10.3425,11.1424,10.445,10.4467,9.95496,9.7793,8.99064,9.51008,9.6094,9.77893
Arl6ip4,8.73781,9.65379,10.1281,10.3423,9.94266,10.1053,10.6729,10.5848,9.81423,10.0181
Dync1i2,10.7299,10.4078,10.0455,10.0532,10.0619,9.68561,9.49088,9.14703,10.3535,10.0247
Grn,8.61057,8.16299,8.44777,8.01668,8.27322,11.9248,14.7064,9.7325,10.1257,11.9993
Thumpd1,9.72232,10.007,10.2827,8.7992,8.84484,10.6777,10.5963,11.0254,10.1105,9.93398
Cyp51a1,9.41495,8.83201,9.00967,9.7511,9.53287,11.0651,11.1367,10.95,10.3718,9.93578
Sike1,10.0777,10.1393,10.0139,9.20729,8.90888,11.2414,10.9013,9.2636,10.9712,9.27545
Ganc,9.74323,10.6956,10.8486,13.8568,13.8402,7.19427,6.88383,8.32385,9.467,9.14667
Pex5,10.1583,10.2744,10.1726,10.1489,9.69384,9.74424,9.86673,10.1224,9.82817,9.99039
Camp,11.4396,10.4497,9.64055,7.20927,7.35343,11.7816,10.8003,11.373,12.3361,7.61648
Rab5a,9.81078,9.6435,9.38541,9.91864,9.67873,9.75783,10.8389,10.5173,10.2018,10.2472
Rab5c,10.2614,9.85409,10.3418,10.307,10.0158,9.64914,9.7436,10.0828,9.79633,9.94802
Rab5b,10.0485,9.3346,9.95154,9.97698,10.4392,10.1149,9.59021,9.84287,9.80367,10.8976
Igsf3,9.89503,7.15588,8.62322,9.73912,9.90535,12.5408,10.534,10.2211,12.2795,9.10588
Rpl10a,9.76152,12.2002,9.86501,9.53603,9.14756,9.98478,10.2166,9.69549,10.0482,9.54461
Ftsj1,10.5628,10.5341,10.9961,9.70541,9.82375,9.57861,9.66322,9.9047,10.3008,8.93053
Rpl6,10.8194,10.2047,10.2896,9.57215,9.32504,10.188,10.0344,9.81766,10.221,9.52792
Vps41,10.0917,8.52244,9.70809,10.3524,10.8305,11.5404,8.71235,8.97125,12.3804,8.89046
Nit2,10.1734,10.6522,10.4464,10.1184,10.6369,9.48421,9.42658,9.5469,9.69387,9.82106
Kdelc1,9.82479,9.61541,9.72831,9.16591,9.08546,11.0532,11.1172,10.4536,10.1733,9.78281
Arih1,9.70601,9.2744,9.98016,9.32651,9.3712,11.2916,10.4474,10.3682,10.2271,10.0074
Kmt2d,9.87487,9.7456,10.4698,9.51229,9.49826,10.2208,10.3149,10.1896,10.1101,10.0638
Kmt2c,9.75158,9.54939,10.4385,10.5184,10.6527,9.75745,9.61401,10.0903,10.1187,9.509
Mcmbp,10.4076,10.3671,10.9823,9.32434,9.76306,10.0241,9.95963,9.73665,10.145,9.29033
Ndufaf6,10.542,10.2788,9.58159,9.46092,9.53677,9.33002,9.79393,10.9926,9.98397,10.4994
Ttf1,10.1018,10.0527,10.1839,9.33928,9.74338,10.4325,10.3217,10.3576,9.91035,9.55684
C9,9.04187,7.32528,8.96262,9.77879,8.29833,11.6635,11.8681,10.0425,12.0789,10.9402
Papola,10.1565,10.0911,10.6691,9.41999,9.31598,9.79089,10.1789,10.5458,10.2612,9.5706
Rnf20,9.46354,10.5632,9.91116,9.56367,9.17062,9.91127,10.2818,10.9998,10.1451,9.98977
Rnf40,10.2078,10.1182,10.6702,9.37165,9.58161,10.1462,10.126,10.2028,10.1355,9.44009
Coro7,9.60068,9.65496,9.49874,10.8522,10.9286,9.93585,9.29838,10.0004,10.1086,10.1215
St7l,10.1293,9.56627,10.1859,9.90022,9.69844,9.88156,10.3542,10.0722,9.70965,10.5023
Akap8,10.6954,11.3919,9.84748,8.37209,8.86982,10.8949,10.1419,9.81334,10.2954,9.67773
Nr3c1,10.0101,10.0043,10.0184,11.0216,10.6855,9.32411,9.27412,9.10406,9.81299,10.7448
Slc9a3r2,9.52143,10.1963,9.57344,12.7308,11.645,9.15939,7.87665,9.34606,9.48115,10.4697
Spin1,10.2441,9.61104,9.9615,9.06938,9.00311,11.104,10.7976,10.1182,9.84459,10.2464
Fanci,10.9942,11.0898,11.5157,9.34907,9.24892,11.0633,8.74052,9.80708,9.9164,8.27503
Kitlg,10.0016,9.33542,11.7554,12.4624,12.3511,8.38192,7.94934,7.98822,9.67031,10.1044
Srp19,10.7005,10.5569,10.8512,7.45732,8.21373,11.3222,10.5858,11.2735,9.5418,9.49712
Pdcd5,9.94533,10.0002,9.89254,9.8246,10.2932,10.3176,9.97429,9.9677,10.5696,9.21491
Ppfibp1,8.8785,9.33942,9.52517,8.49253,8.50805,11.0674,11.7365,11.5993,10.6783,10.1749
Ppfibp2,9.03894,8.87602,9.66149,8.19202,8.45891,10.9403,12.2711,12.0822,10.3053,10.1738
Ttk,11.0948,11.5394,11.9394,8.72968,9.46012,10.4579,10.3099,9.04408,9.46924,7.95552
Avil,10.3088,9.37463,14.9459,8.89849,10.7718,8.22238,8.7597,10.0455,10.7951,7.87757
Gfpt1,10.4255,9.41789,9.25076,13.1562,12.2386,8.83605,7.49694,8.41503,9.76539,10.9977
Gfpt2,9.92001,9.92739,9.02343,10.9319,9.86919,10.0183,9.63684,9.60269,9.93668,11.1336
Rhoj,9.88622,10.9175,12.2604,9.44369,9.92904,9.19015,9.1939,10.6293,9.12651,9.42325
Rac1,9.29517,8.93793,9.7426,9.7808,9.97986,10.8269,10.7238,10.7935,9.98645,9.9331
Rac2,11.6312,9.99585,10.1916,10.8053,10.2225,11.3291,8.07434,7.82811,10.2457,9.67638
Rhog,9.48636,9.42679,9.62371,10.7105,10.2904,10.3678,9.64457,9.99355,9.50831,10.948
Cdc42,9.31852,8.94329,10.008,9.31668,9.63243,10.7416,10.2671,9.93516,11.4435,10.3937
Nrbp1,9.68458,9.71122,9.7092,10.0515,10.0074,10.3321,10.1408,9.95883,10.3753,10.029
Xdh,11.1442,12.4866,11.4325,10.2001,11.0211,8.64448,7.61473,9.23119,9.24961,8.97546
Aox3,11.4947,12.506,11.0789,10.7488,11.1472,8.35488,7.71667,8.29221,9.19405,9.46666
Copz2,11.1339,9.35571,9.18093,10.3005,10.812,9.78603,9.63716,10.2746,9.54829,9.97075
Rpp30,10.4119,10.5331,11.0198,9.18131,9.03295,10.3804,10.0594,10.3835,9.98189,9.01579
Kmt2a,10.274,9.40916,10.2293,10.203,9.71245,9.45864,11.337,9.37529,10.3411,9.66012
Marveld2,9.62252,9.49552,9.34629,8.93502,8.25643,11.0586,11.1745,11.0949,9.88544,11.1307
Cndp2,10.1587,9.77848,10.1426,10.5439,10.8378,9.79455,9.20328,9.64539,10.049,9.84635
Ufl1,10.7312,10.2644,10.0349,10.0995,10.4814,9.6453,9.29561,9.51266,10.2223,9.71271
Kifap3,10.2098,10.6683,10.7046,9.89358,9.76446,9.09013,9.44262,8.9016,10.6676,10.6573
Grk6,9.23233,9.09282,9.49454,9.13335,8.94443,11.1465,10.564,10.7647,10.5924,11.0349
Rabl3,9.83199,10.7409,9.73069,11.1354,9.81304,9.63721,9.81807,9.70939,9.36724,10.2161
Adat3,10.1126,9.95795,9.85564,8.93735,9.49503,10.3909,10.7936,10.0588,10.7867,9.61135
Rpl37a,9.61428,9.08924,10.1613,9.50211,9.63754,10.7863,10.6633,10.2622,9.78497,10.4987
Cox15,10.0166,10.0978,10.3699,9.98631,9.72136,9.6538,9.89603,10.225,9.87018,10.1631
Auh,10.0392,9.95422,10.169,10.957,11.1496,9.07143,9.10003,9.9432,9.6979,9.91838
Kpna4,10.0056,9.86935,10.4498,9.46702,9.3954,10.4619,10.3072,9.96993,10.3719,9.70186
Kpna3,10.3352,10.0543,10.7607,10.2816,9.78214,9.74129,9.99098,9.90275,9.82008,9.33099
Zranb2,9.99537,10.3084,10.766,9.88241,8.94295,10.3176,10.4148,10.227,10.052,9.09357
Avl9,10.1392,10.2537,9.95617,11.2411,10.3296,9.29002,9.44513,9.31586,9.84552,10.1837
Cluh,11.3656,10.6831,10.5594,10.4705,9.54515,9.68008,8.86803,9.09065,10.4685,9.26902
Cluh,10.9698,11.1309,10.5684,10.4053,10.7361,9.5131,7.78646,8.80726,10.983,9.09964
Smap2,9.91341,9.41838,10.2185,10.6457,10.9851,9.67044,9.22921,9.30932,10.4764,10.1335
Zfp36l2,9.48963,8.81366,9.71295,9.69117,8.89054,11.1713,11.0116,10.5558,10.8076,9.8558
Chdh,9.78485,9.80424,10.4498,10.3868,10.2759,9.67875,10.1201,9.99463,9.45973,10.0452
Pusl1,9.72695,10.1551,9.75426,9.07406,9.2228,10.1122,10.9804,11.4006,9.6309,9.94281
Bod1l,10.4428,10.1226,11.0731,9.48661,9.63122,10.0557,10.0971,9.18456,10.5453,9.3611
Ndufb11,10.4024,10.339,10.4448,11.9988,10.6918,9.76584,7.99657,8.16738,9.79403,10.3994
Tmem131,9.09278,9.02624,9.71171,9.38344,9.44287,10.8597,10.6782,10.7537,10.6755,10.3759
U2af1,9.84919,12.7925,8.9722,6.48693,6.60598,10.936,12.8572,14.6415,8.48443,8.37401
Dstn,9.19539,9.43327,8.69581,11.3976,10.6592,9.70316,9.63245,9.88088,10.1084,11.2938
Cfl2,8.99908,8.99712,9.12871,11.3359,12.7768,8.53618,9.9386,9.01705,10.0245,11.2461
Cfl1,9.24126,10.7094,9.43003,9.13884,8.60182,10.5619,11.2542,10.7726,10.069,10.221
